batter,bowling_team,runs,balls,dismissals,fours,sixes,strike_rate,average
MF Maharoof,Royal Challengers Bengaluru,31,21,21,1,1,147.61904761904762,1.4761904761904763
MF Maharoof,Sunrisers Hyderabad,19,11,11,0,2,172.72727272727272,1.7272727272727273
MG Bracewell,Gujarat Titans,26,16,17,5,0,162.5,1.5294117647058822
MG Bracewell,Kolkata Knight Riders,19,18,18,1,1,105.55555555555556,1.0555555555555556
MG Bracewell,Rajasthan Royals,9,9,9,0,0,100.0,1.0
MG Bracewell,Sunrisers Hyderabad,4,4,5,0,0,100.0,0.8
MG Johnson,Chennai Super Kings,20,18,18,2,0,111.11111111111111,1.1111111111111112
MG Johnson,Delhi Capitals,23,21,21,3,0,109.52380952380953,1.0952380952380953
MG Johnson,Kolkata Knight Riders,35,32,33,1,3,109.375,1.0606060606060606
MG Johnson,Mumbai Indians,12,14,14,0,1,85.71428571428571,0.8571428571428571
MG Johnson,Rajasthan Royals,26,27,28,3,0,96.29629629629629,0.9285714285714286
MG Johnson,Rising Pune Supergiants,13,14,14,0,1,92.85714285714286,0.9285714285714286
MG Johnson,Royal Challengers Bengaluru,26,21,22,1,2,123.80952380952381,1.1818181818181819
MG Johnson,Sunrisers Hyderabad,12,17,18,0,0,70.58823529411765,0.6666666666666666
MJ Clarke,Kolkata Knight Riders,14,20,22,0,0,70.0,0.6363636363636364
MJ Clarke,Mumbai Indians,14,15,15,2,0,93.33333333333333,0.9333333333333333
MJ Clarke,Rajasthan Royals,16,18,18,1,0,88.88888888888889,0.8888888888888888
MJ Clarke,Royal Challengers Bengaluru,13,10,10,2,0,130.0,1.3
MJ Clarke,Sunrisers Hyderabad,41,31,31,7,0,132.25806451612902,1.3225806451612903
MJ Guptill,Delhi Capitals,134,88,88,9,10,152.27272727272728,1.5227272727272727
MJ Guptill,Kolkata Knight Riders,12,16,16,1,0,75.0,0.75
MJ Guptill,Mumbai Indians,52,30,30,6,2,173.33333333333334,1.7333333333333334
MJ Guptill,Other,9,14,14,1,0,64.28571428571429,0.6428571428571429
MJ Guptill,Rising Pune Supergiants,0,1,1,0,0,0.0,0.0
MJ Guptill,Royal Challengers Bengaluru,39,33,33,3,2,118.18181818181819,1.1818181818181819
MJ Guptill,Sunrisers Hyderabad,25,15,15,4,1,166.66666666666669,1.6666666666666667
MJ Henry,Rajasthan Royals,5,7,7,1,0,71.42857142857143,0.7142857142857143
MJ Henry,Royal Challengers Bengaluru,2,3,3,0,0,66.66666666666666,0.6666666666666666
MJ Lumb,Chennai Super Kings,67,42,43,9,3,159.52380952380955,1.558139534883721
MJ Lumb,Delhi Capitals,0,2,2,0,0,0.0,0.0
MJ Lumb,Kolkata Knight Riders,0,1,1,0,0,0.0,0.0
MJ Lumb,Mumbai Indians,8,8,8,2,0,100.0,1.0
MJ Lumb,Punjab Kings,124,73,75,23,2,169.86301369863014,1.6533333333333333
MJ Lumb,Royal Challengers Bengaluru,19,26,26,2,0,73.07692307692307,0.7307692307692307
MJ Lumb,Sunrisers Hyderabad,60,42,43,9,1,142.85714285714286,1.3953488372093024
MJ McClenaghan,Chennai Super Kings,0,2,2,0,0,0.0,0.0
MJ McClenaghan,Delhi Capitals,11,10,10,2,0,110.00000000000001,1.1
MJ McClenaghan,Kolkata Knight Riders,20,8,8,0,3,250.0,2.5
MJ McClenaghan,Other,1,1,1,0,0,100.0,1.0
MJ McClenaghan,Punjab Kings,15,13,14,2,1,115.38461538461537,1.0714285714285714
MJ McClenaghan,Rajasthan Royals,0,1,1,0,0,0.0,0.0
MJ McClenaghan,Rising Pune Supergiants,14,13,14,0,1,107.6923076923077,1.0
MJ McClenaghan,Royal Challengers Bengaluru,13,9,10,0,2,144.44444444444443,1.3
MJ McClenaghan,Sunrisers Hyderabad,11,13,13,1,0,84.61538461538461,0.8461538461538461
MJ Owen,Rajasthan Royals,0,2,2,0,0,0.0,0.0
MJ Santner,Chennai Super Kings,11,13,14,1,0,84.61538461538461,0.7857142857142857
MJ Santner,Delhi Capitals,18,13,14,2,0,138.46153846153845,1.2857142857142858
MJ Santner,Gujarat Titans,20,17,17,1,2,117.64705882352942,1.1764705882352942
MJ Santner,Lucknow Super Giants,3,3,3,0,0,100.0,1.0
MJ Santner,Mumbai Indians,33,29,32,2,2,113.79310344827587,1.03125
MJ Santner,Punjab Kings,21,28,29,2,0,75.0,0.7241379310344828
MJ Santner,Rajasthan Royals,11,5,6,0,1,220.00000000000003,1.8333333333333333
MJ Santner,Royal Challengers Bengaluru,19,14,16,1,1,135.71428571428572,1.1875
MJ Santner,Sunrisers Hyderabad,0,1,1,0,0,0.0,0.0
MJ Suthar,Royal Challengers Bengaluru,1,2,2,0,0,50.0,0.5
MK Lomror,Chennai Super Kings,42,33,35,3,2,127.27272727272727,1.2
MK Lomror,Delhi Capitals,121,84,89,8,7,144.04761904761904,1.3595505617977528
MK Lomror,Gujarat Titans,17,11,13,2,1,154.54545454545453,1.3076923076923077
MK Lomror,Kolkata Knight Riders,38,21,21,2,3,180.95238095238096,1.8095238095238095
MK Lomror,Lucknow Super Giants,50,26,26,5,3,192.30769230769232,1.9230769230769231
MK Lomror,Mumbai Indians,12,17,17,1,0,70.58823529411765,0.7058823529411765
MK Lomror,Punjab Kings,82,48,49,6,6,170.83333333333331,1.6734693877551021
MK Lomror,Rajasthan Royals,49,35,35,3,2,140.0,1.4
MK Lomror,Royal Challengers Bengaluru,50,43,44,1,3,116.27906976744187,1.1363636363636365
MK Lomror,Sunrisers Hyderabad,66,55,60,2,3,120.0,1.1
MK Pandey,Chennai Super Kings,412,372,385,36,8,110.75268817204301,1.07012987012987
MK Pandey,Delhi Capitals,457,374,390,40,10,122.19251336898395,1.1717948717948719
MK Pandey,Gujarat Titans,7,9,11,1,0,77.77777777777779,0.6363636363636364
MK Pandey,Kolkata Knight Riders,277,236,243,23,7,117.37288135593221,1.139917695473251
MK Pandey,Mumbai Indians,797,612,628,66,28,130.22875816993465,1.269108280254777
MK Pandey,Other,25,26,26,2,0,96.15384615384616,0.9615384615384616
MK Pandey,Punjab Kings,550,468,486,45,14,117.52136752136752,1.131687242798354
MK Pandey,Rajasthan Royals,383,282,289,37,16,135.81560283687944,1.3252595155709344
MK Pandey,Rising Pune Supergiants,52,42,43,5,1,123.80952380952381,1.2093023255813953
MK Pandey,Royal Challengers Bengaluru,391,336,350,41,10,116.36904761904762,1.1171428571428572
MK Pandey,Sunrisers Hyderabad,600,491,504,44,22,122.19959266802445,1.1904761904761905
MK Tiwary,Chennai Super Kings,173,156,160,16,3,110.8974358974359,1.08125
MK Tiwary,Delhi Capitals,178,143,148,10,7,124.47552447552448,1.2027027027027026
MK Tiwary,Kolkata Knight Riders,83,80,82,12,1,103.75000000000001,1.0121951219512195
MK Tiwary,Mumbai Indians,308,251,254,33,7,122.70916334661355,1.2125984251968505
MK Tiwary,Other,131,136,140,7,4,96.32352941176471,0.9357142857142857
MK Tiwary,Punjab Kings,262,230,239,24,5,113.91304347826087,1.096234309623431
MK Tiwary,Rajasthan Royals,206,174,178,20,4,118.39080459770115,1.1573033707865168
MK Tiwary,Royal Challengers Bengaluru,202,162,168,20,5,124.69135802469135,1.2023809523809523
MK Tiwary,Sunrisers Hyderabad,152,117,120,14,4,129.9145299145299,1.2666666666666666
ML Hayden,Delhi Capitals,181,94,99,18,11,192.5531914893617,1.8282828282828283
ML Hayden,Kolkata Knight Riders,71,59,60,6,3,120.33898305084745,1.1833333333333333
ML Hayden,Mumbai Indians,257,212,222,29,6,121.22641509433963,1.1576576576576576
ML Hayden,Punjab Kings,152,108,109,17,9,140.74074074074073,1.3944954128440368
ML Hayden,Rajasthan Royals,102,81,83,10,3,125.92592592592592,1.2289156626506024
ML Hayden,Royal Challengers Bengaluru,208,153,162,23,7,135.94771241830065,1.2839506172839505
ML Hayden,Sunrisers Hyderabad,136,99,104,18,5,137.37373737373736,1.3076923076923077
MM Ali,Chennai Super Kings,36,26,27,5,1,138.46153846153845,1.3333333333333333
MM Ali,Delhi Capitals,117,94,97,10,5,124.46808510638299,1.2061855670103092
MM Ali,Gujarat Titans,110,79,84,8,8,139.24050632911394,1.3095238095238095
MM Ali,Kolkata Knight Riders,161,92,96,11,12,175.0,1.6770833333333333
MM Ali,Lucknow Super Giants,84,55,55,7,5,152.72727272727275,1.5272727272727273
MM Ali,Mumbai Indians,121,80,81,7,11,151.25,1.4938271604938271
MM Ali,Punjab Kings,92,79,83,13,2,116.45569620253164,1.108433734939759
MM Ali,Rajasthan Royals,204,152,161,19,9,134.21052631578948,1.2670807453416149
MM Ali,Royal Challengers Bengaluru,79,62,64,2,6,127.41935483870968,1.234375
MM Ali,Sunrisers Hyderabad,163,116,117,13,8,140.51724137931035,1.393162393162393
MM Patel,Chennai Super Kings,0,1,1,0,0,0.0,0.0
MM Patel,Delhi Capitals,24,15,15,5,0,160.0,1.6
MM Patel,Kolkata Knight Riders,9,9,9,0,0,100.0,1.0
MM Patel,Mumbai Indians,0,1,1,0,0,0.0,0.0
MM Patel,Other,1,2,2,0,0,50.0,0.5
MM Patel,Punjab Kings,0,1,1,0,0,0.0,0.0
MM Patel,Royal Challengers Bengaluru,0,4,4,0,0,0.0,0.0
MM Patel,Sunrisers Hyderabad,5,8,8,0,0,62.5,0.625
MM Sharma,Chennai Super Kings,2,3,3,0,0,66.66666666666666,0.6666666666666666
MM Sharma,Delhi Capitals,32,37,39,2,1,86.48648648648648,0.8205128205128205
MM Sharma,Kolkata Knight Riders,16,16,16,3,0,100.0,1.0
MM Sharma,Lucknow Super Giants,1,2,2,0,0,50.0,0.5
MM Sharma,Mumbai Indians,24,18,18,1,2,133.33333333333331,1.3333333333333333
MM Sharma,Other,5,5,5,0,0,100.0,1.0
MM Sharma,Punjab Kings,1,3,3,0,0,33.33333333333333,0.3333333333333333
MM Sharma,Rising Pune Supergiants,6,12,12,0,0,50.0,0.5
MM Sharma,Royal Challengers Bengaluru,26,30,31,3,0,86.66666666666667,0.8387096774193549
MM Sharma,Sunrisers Hyderabad,12,10,11,0,1,120.0,1.0909090909090908
MN Samuels,Chennai Super Kings,34,39,39,2,1,87.17948717948718,0.8717948717948718
MN Samuels,Mumbai Indians,5,9,9,0,0,55.55555555555556,0.5555555555555556
MN Samuels,Other,1,4,4,0,0,25.0,0.25
MN Samuels,Punjab Kings,51,60,61,4,2,85.0,0.8360655737704918
MN Samuels,Rising Pune Supergiants,27,21,22,1,2,128.57142857142858,1.2272727272727273
MN Samuels,Royal Challengers Bengaluru,34,21,21,1,2,161.9047619047619,1.619047619047619
MN Samuels,Sunrisers Hyderabad,9,18,18,1,0,50.0,0.5
MN van Wyk,Delhi Capitals,74,50,51,11,0,148.0,1.4509803921568627
MN van Wyk,Mumbai Indians,32,35,37,3,0,91.42857142857143,0.8648648648648649
MN van Wyk,Punjab Kings,18,12,12,1,1,150.0,1.5
MN van Wyk,Royal Challengers Bengaluru,43,35,35,4,0,122.85714285714286,1.2285714285714286
MP Breetzke,Royal Challengers Bengaluru,14,12,12,1,1,116.66666666666667,1.1666666666666667
MP Stoinis,Chennai Super Kings,229,141,146,22,10,162.4113475177305,1.5684931506849316
MP Stoinis,Delhi Capitals,207,159,165,12,11,130.18867924528303,1.2545454545454546
MP Stoinis,Gujarat Titans,84,72,73,5,4,116.66666666666667,1.1506849315068493
MP Stoinis,Kolkata Knight Riders,159,113,119,15,7,140.7079646017699,1.3361344537815125
MP Stoinis,Lucknow Super Giants,15,5,5,1,1,300.0,3.0
MP Stoinis,Mumbai Indians,352,240,256,33,17,146.66666666666666,1.375
MP Stoinis,Other,67,48,51,7,1,139.58333333333331,1.3137254901960784
MP Stoinis,Punjab Kings,270,161,164,22,16,167.70186335403727,1.646341463414634
MP Stoinis,Rajasthan Royals,212,180,185,10,12,117.77777777777779,1.145945945945946
MP Stoinis,Royal Challengers Bengaluru,307,193,204,23,19,159.06735751295338,1.5049019607843137
MP Stoinis,Sunrisers Hyderabad,143,98,102,12,8,145.91836734693877,1.4019607843137254
MR Marsh,Chennai Super Kings,91,80,83,9,4,113.75,1.0963855421686748
MR Marsh,Delhi Capitals,165,119,122,11,10,138.65546218487395,1.3524590163934427
MR Marsh,Gujarat Titans,132,72,73,12,9,183.33333333333331,1.8082191780821917
MR Marsh,Kolkata Knight Riders,116,85,90,9,6,136.47058823529412,1.288888888888889
MR Marsh,Lucknow Super Giants,37,21,21,3,3,176.19047619047618,1.7619047619047619
MR Marsh,Mumbai Indians,132,82,84,14,6,160.97560975609758,1.5714285714285714
MR Marsh,Other,7,11,11,0,0,63.63636363636363,0.6363636363636364
MR Marsh,Punjab Kings,118,95,100,8,7,124.21052631578948,1.18
MR Marsh,Rajasthan Royals,151,101,104,12,10,149.5049504950495,1.4519230769230769
MR Marsh,Royal Challengers Bengaluru,171,138,144,10,10,123.91304347826086,1.1875
MR Marsh,Sunrisers Hyderabad,287,187,192,25,17,153.475935828877,1.4947916666666667
MS Bhandage,Punjab Kings,1,4,4,0,0,25.0,0.25
MS Bisla,Chennai Super Kings,232,161,168,29,7,144.09937888198758,1.380952380952381
MS Bisla,Delhi Capitals,10,22,23,2,0,45.45454545454545,0.43478260869565216
MS Bisla,Kolkata Knight Riders,40,37,41,6,0,108.10810810810811,0.975609756097561
MS Bisla,Mumbai Indians,49,47,47,7,1,104.25531914893618,1.0425531914893618
MS Bisla,Other,29,31,33,4,0,93.54838709677419,0.8787878787878788
MS Bisla,Punjab Kings,89,84,88,4,5,105.95238095238095,1.0113636363636365
MS Bisla,Rajasthan Royals,127,124,133,15,3,102.41935483870968,0.9548872180451128
MS Bisla,Royal Challengers Bengaluru,150,113,119,13,7,132.7433628318584,1.2605042016806722
MS Bisla,Sunrisers Hyderabad,72,83,85,13,0,86.74698795180723,0.8470588235294118
MS Dhoni,Delhi Capitals,739,529,544,48,39,139.69754253308128,1.3584558823529411
MS Dhoni,Gujarat Titans,48,31,31,2,4,154.83870967741936,1.5483870967741935
MS Dhoni,Kolkata Knight Riders,574,447,458,39,23,128.4116331096197,1.2532751091703056
MS Dhoni,Lucknow Super Giants,86,30,35,10,6,286.6666666666667,2.4571428571428573
MS Dhoni,Mumbai Indians,772,591,620,57,37,130.62605752961082,1.2451612903225806
MS Dhoni,Other,241,178,182,17,10,135.3932584269663,1.3241758241758241
MS Dhoni,Punjab Kings,707,465,487,51,40,152.0430107526882,1.4517453798767967
MS Dhoni,Rajasthan Royals,585,455,472,32,25,128.57142857142858,1.2394067796610169
MS Dhoni,Royal Challengers Bengaluru,906,633,655,57,50,143.12796208530804,1.383206106870229
MS Dhoni,Sunrisers Hyderabad,781,598,617,62,30,130.6020066889632,1.26580226904376
MS Gony,Chennai Super Kings,4,9,9,0,0,44.44444444444444,0.4444444444444444
MS Gony,Delhi Capitals,19,7,8,1,2,271.42857142857144,2.375
MS Gony,Kolkata Knight Riders,42,18,19,4,3,233.33333333333334,2.210526315789474
MS Gony,Mumbai Indians,0,3,3,0,0,0.0,0.0
MS Gony,Other,0,1,1,0,0,0.0,0.0
MS Gony,Punjab Kings,9,12,13,0,1,75.0,0.6923076923076923
MS Gony,Rajasthan Royals,6,11,12,0,0,54.54545454545454,0.5
MS Gony,Royal Challengers Bengaluru,4,4,5,1,0,100.0,0.8
MS Gony,Sunrisers Hyderabad,15,6,6,0,2,250.0,2.5
MS Wade,Chennai Super Kings,20,15,16,2,0,133.33333333333331,1.25
MS Wade,Delhi Capitals,1,2,2,0,0,50.0,0.5
MS Wade,Lucknow Super Giants,40,36,37,6,0,111.11111111111111,1.0810810810810811
MS Wade,Other,14,24,24,0,0,58.333333333333336,0.5833333333333334
MS Wade,Punjab Kings,6,7,7,1,0,85.71428571428571,0.8571428571428571
MS Wade,Rajasthan Royals,59,52,56,9,1,113.46153846153845,1.0535714285714286
MS Wade,Royal Challengers Bengaluru,24,22,22,2,1,109.09090909090908,1.0909090909090908
MS Wade,Sunrisers Hyderabad,19,19,21,3,0,100.0,0.9047619047619048
MV Boucher,Chennai Super Kings,37,33,33,4,1,112.12121212121211,1.121212121212121
MV Boucher,Delhi Capitals,79,57,58,5,4,138.5964912280702,1.3620689655172413
MV Boucher,Kolkata Knight Riders,95,72,74,8,3,131.94444444444443,1.2837837837837838
MV Boucher,Mumbai Indians,105,67,72,8,4,156.71641791044777,1.4583333333333333
MV Boucher,Other,5,4,4,0,0,125.0,1.25
MV Boucher,Punjab Kings,41,36,37,4,1,113.88888888888889,1.1081081081081081
MV Boucher,Rajasthan Royals,10,18,18,0,0,55.55555555555556,0.5555555555555556
MV Boucher,Royal Challengers Bengaluru,1,2,2,0,0,50.0,0.5
MV Boucher,Sunrisers Hyderabad,21,20,20,3,0,105.0,1.05
MW Short,Gujarat Titans,36,24,27,6,1,150.0,1.3333333333333333
MW Short,Lucknow Super Giants,34,22,22,5,1,154.54545454545453,1.5454545454545454
MW Short,Mumbai Indians,38,36,38,4,1,105.55555555555556,1.0
MW Short,Rajasthan Royals,2,7,8,0,0,28.57142857142857,0.25
MW Short,Royal Challengers Bengaluru,8,7,7,0,1,114.28571428571428,1.1428571428571428
MW Short,Sunrisers Hyderabad,1,3,5,0,0,33.33333333333333,0.2
Mandeep Singh,Chennai Super Kings,203,182,187,15,6,111.53846153846155,1.085561497326203
Mandeep Singh,Delhi Capitals,169,131,134,19,5,129.00763358778627,1.2611940298507462
Mandeep Singh,Gujarat Titans,18,16,17,4,0,112.5,1.0588235294117647
Mandeep Singh,Kolkata Knight Riders,394,285,288,39,14,138.24561403508773,1.3680555555555556
Mandeep Singh,Mumbai Indians,133,112,115,17,2,118.75,1.1565217391304348
Mandeep Singh,Other,171,152,155,16,0,112.5,1.103225806451613
Mandeep Singh,Punjab Kings,122,118,119,10,3,103.38983050847457,1.0252100840336134
Mandeep Singh,Rajasthan Royals,179,130,133,22,4,137.69230769230768,1.3458646616541354
Mandeep Singh,Rising Pune Supergiants,0,3,3,0,0,0.0,0.0
Mandeep Singh,Royal Challengers Bengaluru,122,93,97,12,1,131.18279569892474,1.2577319587628866
Mandeep Singh,Sunrisers Hyderabad,195,166,170,22,3,117.46987951807229,1.1470588235294117
Mashrafe Mortaza,Sunrisers Hyderabad,2,2,2,0,0,100.0,1.0
Mayank Dagar,Lucknow Super Giants,0,1,1,0,0,0.0,0.0
Misbah-ul-Haq,Chennai Super Kings,4,6,6,0,0,66.66666666666666,0.6666666666666666
Misbah-ul-Haq,Delhi Capitals,47,25,25,2,4,188.0,1.88
Misbah-ul-Haq,Mumbai Indians,0,1,1,0,0,0.0,0.0
Misbah-ul-Haq,Punjab Kings,29,15,16,4,1,193.33333333333334,1.8125
Misbah-ul-Haq,Rajasthan Royals,0,1,1,0,0,0.0,0.0
Misbah-ul-Haq,Sunrisers Hyderabad,37,33,33,4,1,112.12121212121211,1.121212121212121
Mohammad Ashraful,Delhi Capitals,2,10,12,0,0,20.0,0.16666666666666666
Mohammad Asif,Mumbai Indians,0,1,1,0,0,0.0,0.0
Mohammad Asif,Rajasthan Royals,3,5,5,0,0,60.0,0.6
Mohammad Hafeez,Chennai Super Kings,22,30,30,2,0,73.33333333333333,0.7333333333333333
Mohammad Hafeez,Mumbai Indians,7,17,18,1,0,41.17647058823529,0.3888888888888889
Mohammad Hafeez,Punjab Kings,13,12,12,1,1,108.33333333333333,1.0833333333333333
Mohammad Hafeez,Rajasthan Royals,4,8,8,1,0,50.0,0.5
Mohammad Hafeez,Royal Challengers Bengaluru,5,3,3,1,0,166.66666666666669,1.6666666666666667
Mohammad Hafeez,Sunrisers Hyderabad,13,13,13,1,1,100.0,1.0
Mohammad Nabi,Chennai Super Kings,4,7,7,0,0,57.14285714285714,0.5714285714285714
Mohammad Nabi,Delhi Capitals,44,26,26,5,3,169.23076923076923,1.6923076923076923
Mohammad Nabi,Kolkata Knight Riders,25,19,21,4,0,131.57894736842107,1.1904761904761905
Mohammad Nabi,Lucknow Super Giants,1,2,2,0,0,50.0,0.5
Mohammad Nabi,Mumbai Indians,65,50,50,4,4,130.0,1.3
Mohammad Nabi,Punjab Kings,38,23,26,1,2,165.2173913043478,1.4615384615384615
Mohammad Nabi,Rajasthan Royals,40,22,22,3,3,181.8181818181818,1.8181818181818181
Mohammad Nabi,Royal Challengers Bengaluru,4,3,3,1,0,133.33333333333331,1.3333333333333333
Mohammed Shami,Chennai Super Kings,15,20,23,1,0,75.0,0.6521739130434783
Mohammed Shami,Delhi Capitals,2,4,4,0,0,50.0,0.5
Mohammed Shami,Gujarat Titans,18,7,7,2,1,257.14285714285717,2.5714285714285716
Mohammed Shami,Kolkata Knight Riders,11,17,18,1,0,64.70588235294117,0.6111111111111112
Mohammed Shami,Lucknow Super Giants,1,3,3,0,0,33.33333333333333,0.3333333333333333
Mohammed Shami,Mumbai Indians,9,6,6,0,1,150.0,1.5
Mohammed Shami,Other,4,2,2,1,0,200.0,2.0
Mohammed Shami,Punjab Kings,3,7,7,0,0,42.857142857142854,0.42857142857142855
Mohammed Shami,Rajasthan Royals,5,10,10,0,0,50.0,0.5
Mohammed Shami,Rising Pune Supergiants,4,7,7,0,0,57.14285714285714,0.5714285714285714
Mohammed Shami,Royal Challengers Bengaluru,22,11,11,3,1,200.0,2.0
Mohammed Shami,Sunrisers Hyderabad,4,6,6,0,0,66.66666666666666,0.6666666666666666
Mohammed Siraj,Chennai Super Kings,32,37,38,3,1,86.48648648648648,0.8421052631578947
Mohammed Siraj,Delhi Capitals,6,9,9,1,0,66.66666666666666,0.6666666666666666
Mohammed Siraj,Kolkata Knight Riders,8,10,10,1,0,80.0,0.8
Mohammed Siraj,Lucknow Super Giants,12,9,10,0,2,133.33333333333331,1.2
Mohammed Siraj,Mumbai Indians,8,4,4,0,1,200.0,2.0
Mohammed Siraj,Punjab Kings,9,14,14,1,0,64.28571428571429,0.6428571428571429
Mohammed Siraj,Rajasthan Royals,20,18,19,3,0,111.11111111111111,1.0526315789473684
Mohammed Siraj,Sunrisers Hyderabad,17,22,23,1,0,77.27272727272727,0.7391304347826086
Mohit Rathee,Sunrisers Hyderabad,1,2,2,0,0,50.0,0.5
Mohsin Khan,Delhi Capitals,0,1,1,0,0,0.0,0.0
Mohsin Khan,Gujarat Titans,1,3,3,0,0,33.33333333333333,0.3333333333333333
Mohsin Khan,Mumbai Indians,0,7,7,0,0,0.0,0.0
Mohsin Khan,Punjab Kings,15,7,7,1,1,214.28571428571428,2.142857142857143
Mohsin Khan,Rajasthan Royals,9,7,10,1,0,128.57142857142858,0.9
Mujeeb Ur Rahman,Mumbai Indians,1,1,1,0,0,100.0,1.0
Mujeeb Ur Rahman,Rajasthan Royals,0,1,1,0,0,0.0,0.0
Mujeeb Ur Rahman,Royal Challengers Bengaluru,0,2,2,0,0,0.0,0.0
Mujeeb Ur Rahman,Sunrisers Hyderabad,11,11,11,2,0,100.0,1.0
Mukesh Choudhary,Mumbai Indians,4,4,4,1,0,100.0,1.0
Mukesh Choudhary,Punjab Kings,2,2,2,0,0,100.0,1.0
Mukesh Kumar,Lucknow Super Giants,0,1,1,0,0,0.0,0.0
Mukesh Kumar,Punjab Kings,6,7,8,0,0,85.71428571428571,0.75
Mukesh Kumar,Rajasthan Royals,1,1,1,0,0,100.0,1.0
Mukesh Kumar,Royal Challengers Bengaluru,3,7,8,0,0,42.857142857142854,0.375
Mukesh Kumar,Sunrisers Hyderabad,0,2,2,0,0,0.0,0.0
Musheer Khan,Royal Challengers Bengaluru,0,3,3,0,0,0.0,0.0
Mustafizur Rahman,Chennai Super Kings,0,4,4,0,0,0.0,0.0
Mustafizur Rahman,Gujarat Titans,3,5,5,0,0,60.0,0.6
Mustafizur Rahman,Kolkata Knight Riders,0,3,3,0,0,0.0,0.0
Mustafizur Rahman,Mumbai Indians,9,9,9,0,1,100.0,1.0
Mustafizur Rahman,Sunrisers Hyderabad,1,3,3,0,0,33.33333333333333,0.3333333333333333
N Burger,Sunrisers Hyderabad,3,5,5,0,0,60.0,0.6
N Jagadeesan,Chennai Super Kings,1,3,3,0,0,33.33333333333333,0.3333333333333333
N Jagadeesan,Gujarat Titans,64,56,60,8,1,114.28571428571428,1.0666666666666667
N Jagadeesan,Mumbai Indians,0,6,7,0,0,0.0,0.0
N Jagadeesan,Rajasthan Royals,1,4,4,0,0,25.0,0.25
N Jagadeesan,Royal Challengers Bengaluru,60,57,60,8,0,105.26315789473684,1.0
N Jagadeesan,Sunrisers Hyderabad,36,21,21,5,1,171.42857142857142,1.7142857142857142
N Pooran,Chennai Super Kings,257,167,172,18,18,153.89221556886227,1.494186046511628
N Pooran,Delhi Capitals,313,166,173,26,23,188.55421686746988,1.8092485549132948
N Pooran,Gujarat Titans,209,140,145,7,19,149.28571428571428,1.4413793103448276
N Pooran,Kolkata Knight Riders,317,198,214,19,26,160.1010101010101,1.4813084112149533
N Pooran,Lucknow Super Giants,34,24,26,3,2,141.66666666666669,1.3076923076923077
N Pooran,Mumbai Indians,244,138,152,16,19,176.81159420289856,1.605263157894737
N Pooran,Punjab Kings,177,116,122,17,7,152.58620689655174,1.4508196721311475
N Pooran,Rajasthan Royals,211,150,154,12,13,140.66666666666669,1.37012987012987
N Pooran,Royal Challengers Bengaluru,216,135,140,10,20,160.0,1.542857142857143
N Pooran,Sunrisers Hyderabad,357,180,192,31,23,198.33333333333334,1.859375
N Rana,Chennai Super Kings,365,263,274,43,13,138.7832699619772,1.332116788321168
N Rana,Delhi Capitals,432,293,302,37,23,147.44027303754265,1.4304635761589404
N Rana,Gujarat Titans,61,50,51,7,3,122.0,1.196078431372549
N Rana,Kolkata Knight Riders,58,38,39,5,3,152.63157894736844,1.4871794871794872
N Rana,Lucknow Super Giants,75,67,72,12,2,111.94029850746267,1.0416666666666667
N Rana,Mumbai Indians,267,212,221,24,14,125.9433962264151,1.2081447963800904
N Rana,Other,142,88,96,12,7,161.36363636363635,1.4791666666666667
N Rana,Punjab Kings,296,205,213,18,22,144.390243902439,1.3896713615023475
N Rana,Rajasthan Royals,224,188,194,17,8,119.14893617021276,1.1546391752577319
N Rana,Rising Pune Supergiants,37,37,38,1,2,100.0,0.9736842105263158
N Rana,Royal Challengers Bengaluru,359,264,269,31,18,135.9848484848485,1.3345724907063197
N Rana,Sunrisers Hyderabad,557,407,417,57,27,136.85503685503687,1.3357314148681054
N Saini,Chennai Super Kings,7,8,8,1,0,87.5,0.875
N Saini,Delhi Capitals,15,15,15,2,0,100.0,1.0
N Saini,Mumbai Indians,47,47,47,7,0,100.0,1.0
N Saini,Rajasthan Royals,2,9,10,0,0,22.22222222222222,0.2
N Saini,Royal Challengers Bengaluru,64,48,48,6,0,133.33333333333331,1.3333333333333333
N Saini,Sunrisers Hyderabad,5,14,15,0,0,35.714285714285715,0.3333333333333333
N Wadhera,Chennai Super Kings,88,70,70,9,3,125.71428571428571,1.2571428571428571
N Wadhera,Delhi Capitals,20,18,18,2,0,111.11111111111111,1.1111111111111112
N Wadhera,Gujarat Titans,62,37,37,5,4,167.56756756756758,1.6756756756756757
N Wadhera,Kolkata Knight Riders,25,27,31,4,0,92.5925925925926,0.8064516129032258
N Wadhera,Lucknow Super Giants,145,110,115,13,9,131.8181818181818,1.2608695652173914
N Wadhera,Mumbai Indians,50,31,33,4,2,161.29032258064515,1.5151515151515151
N Wadhera,Punjab Kings,0,1,1,0,0,0.0,0.0
N Wadhera,Rajasthan Royals,181,102,104,12,12,177.45098039215685,1.7403846153846154
N Wadhera,Royal Challengers Bengaluru,134,100,106,9,9,134.0,1.2641509433962264
N Wadhera,Sunrisers Hyderabad,41,36,36,2,2,113.88888888888889,1.1388888888888888
ND Doshi,Other,0,13,13,0,0,0.0,0.0
NJ Maddinson,Chennai Super Kings,4,7,7,1,0,57.14285714285714,0.5714285714285714
